 
"Brand Name",Date,Turnover
O-Brand,2018-06-22,7804.2362
O-Brand,2018-06-23,17572.3808
O-Brand,2018-06-24,34843.5820
O-Brand,2018-06-25,11843.4904
O-Brand,2018-06-26,27060.3835
O-Brand,2018-06-27,2553.7066
O-Brand,2018-06-28,28360.2021
O-Brand,2018-06-29,5275.8807
O-Brand,2018-06-30,23089.6065
O-Brand,2018-07-01,10263.6800
O-Brand,2018-07-02,6862.1138
O-Brand,2018-07-03,31848.3207
O-Brand,2018-07-04,2096.2571
O-Brand,2018-07-05,30226.2137
O-Brand,2018-07-06,2405.3604
O-Brand,2018-07-07,17350.8490
O-Brand,2018-07-08,34466.8231
O-Brand,2018-07-09,357.1669
O-Brand,2018-07-10,28750.4700
O-Brand,2018-07-11,1412.7096
O-Brand,2018-07-12,22422.6569
O-Brand,2018-07-13,17473.0699
O-Brand,2018-07-14,14349.3941
O-Brand,2018-07-15,25558.1669
O-Brand,2018-07-16,1885.8801
O-Brand,2018-07-17,11545.3286
O-Brand,2018-07-18,26281.8385
O-Brand,2018-07-19,13529.5479
O-Brand,2018-07-20,15359.5039
O-Brand,2018-07-21,9536.7141
O-Brand,2018-07-22,5011.7126
O-Brand,2018-07-23,8424.2045
O-Brand,2018-07-24,6256.8632
O-Brand,2018-07-25,20357.1545
O-Brand,2018-07-26,19458.7744
O-Brand,2018-07-27,4913.2233
O-Brand,2018-07-28,34102.7437
O-Brand,2018-07-29,9793.0454
O-Brand,2018-07-30,17245.8975
O-Brand,2018-07-31,30715.8162
O-Brand,2018-08-01,4756.4004
O-Brand,2018-08-02,33700.9497
O-Brand,2018-08-03,23188.6725
O-Brand,2018-08-04,19153.6843
O-Brand,2018-08-05,34444.0553
O-Brand,2018-08-06,1432.4043
O-Brand,2018-08-07,26777.5003
O-Brand,2018-08-08,30309.1637
O-Brand,2018-08-09,33363.2563
O-Brand,2018-08-10,10698.4328
O-Brand,2018-08-11,19129.2733
O-Brand,2018-08-12,24075.3685
O-Brand,2018-08-13,13498.4219
O-Brand,2018-08-14,14116.0834
O-Brand,2018-08-15,2319.8350
O-Brand,2018-08-16,343.0496
O-Brand,2018-08-17,32905.0800
O-Brand,2018-08-18,11626.1772
O-Brand,2018-08-19,18149.1756
O-Brand,2018-08-20,29464.0849
O-Brand,2018-08-21,29338.6566
O-Brand,2018-08-22,25666.7366
O-Brand,2018-08-23,22200.9671
O-Brand,2018-08-24,5469.3596
O-Brand,2018-08-25,26542.1435
O-Brand,2018-08-26,12098.1153
O-Brand,2018-08-27,26705.0020
O-Brand,2018-08-28,25964.0689
O-Brand,2018-08-29,853.8004
O-Brand,2018-08-30,24482.4160
O-Brand,2018-08-31,3628.3831
O-Brand,2018-09-01,18900.6078
O-Brand,2018-09-02,32740.7916
O-Brand,2018-09-03,1772.3492
O-Brand,2018-09-04,14694.1264
O-Brand,2018-09-05,27317.4416
O-Brand,2018-09-06,19544.6553
O-Brand,2018-09-07,30147.0557
O-Brand,2018-09-08,30939.7259
O-Brand,2018-09-09,19498.0690
O-Brand,2018-09-10,25401.8654
O-Brand,2018-09-11,30634.2013
O-Brand,2018-09-12,23008.0627
O-Brand,2018-09-13,14391.5564
O-Brand,2018-09-14,19187.2514
O-Brand,2018-09-15,31181.1736
O-Brand,2018-09-16,10847.5453
O-Brand,2018-09-17,1556.9952
O-Brand,2018-09-18,4081.6930
O-Brand,2018-09-19,9934.4870
O-Brand,2018-09-20,25566.3039
O-Brand,2018-09-21,6270.3406
O-Brand,2018-09-22,24465.6206
O-Brand,2018-09-23,28893.9024
O-Brand,2018-09-24,31515.6833
O-Brand,2018-09-25,32283.9425
O-Brand,2018-09-26,7232.7344
O-Brand,2018-09-27,24877.7873
O-Brand,2018-09-28,3757.2874
O-Brand,2018-09-29,3766.9491
O-Brand,2018-09-30,21216.5876
O-Brand,2018-10-01,26300.3245
O-Brand,2018-10-02,28283.0823
O-Brand,2018-10-03,28417.5482
O-Brand,2018-10-04,33104.5076
O-Brand,2018-10-05,9973.4893
O-Brand,2018-10-06,27277.1437
O-Brand,2018-10-07,21343.8724
O-Brand,2018-10-08,29595.3592
O-Brand,2018-10-09,12082.1415
O-Brand,2018-10-10,20584.0978
O-Brand,2018-10-11,7834.6907
O-Brand,2018-10-12,19062.3761
O-Brand,2018-10-13,18138.2183
O-Brand,2018-10-14,14777.3450
O-Brand,2018-10-15,13593.7433
O-Brand,2018-10-16,242.6643
O-Brand,2018-10-17,33570.4022
O-Brand,2018-10-18,13318.0807
O-Brand,2018-10-19,30354.0910
O-Brand,2018-10-20,3663.7751
O-Brand,2018-10-21,16673.9928
O-Brand,2018-10-22,11287.9861
O-Brand,2018-10-23,28775.3076
O-Brand,2018-10-24,10546.1524
O-Brand,2018-10-25,32363.6377
O-Brand,2018-10-26,33640.1987
O-Brand,2018-10-27,18748.1694
O-Brand,2018-10-28,2676.1882
O-Brand,2018-10-29,13236.8450
O-Brand,2018-10-30,23139.0447
O-Brand,2018-10-31,21626.5502
O-Brand,2018-11-01,5539.9145
O-Brand,2018-11-02,4473.7463
O-Brand,2018-11-03,3207.0998
O-Brand,2018-11-04,33212.8403
O-Brand,2018-11-05,20679.2928
O-Brand,2018-11-06,9605.3256
O-Brand,2018-11-07,20250.9469
O-Brand,2018-11-08,3526.6311
O-Brand,2018-11-09,22480.2163
O-Brand,2018-11-10,8757.4581
O-Brand,2018-11-11,19552.9029
O-Brand,2018-11-12,33101.0869
O-Brand,2018-11-13,10034.2166
O-Brand,2018-11-14,21971.2430
O-Brand,2018-11-15,7469.8529
O-Brand,2018-11-16,17130.5891
O-Brand,2018-11-17,327.0205
O-Brand,2018-11-18,8492.9661
O-Brand,2018-11-19,7471.2038
O-Brand,2018-11-20,24710.1967
O-Brand,2018-11-21,874.7433
O-Brand,2018-11-22,22462.8758
O-Brand,2018-11-23,21538.2598
O-Brand,2018-11-24,16177.0196
O-Brand,2018-11-25,25426.9479
O-Brand,2018-11-26,8085.4841
O-Brand,2018-11-27,19927.8448
O-Brand,2018-11-28,4380.8818
O-Brand,2018-11-29,1986.0442
O-Brand,2018-11-30,31002.8232
O-Brand,2018-12-01,34563.5112
O-Brand,2018-12-02,32422.5638
O-Brand,2018-12-03,17667.0544
O-Brand,2018-12-04,3904.9858
O-Brand,2018-12-05,24378.9892
O-Brand,2018-12-06,31195.7807
O-Brand,2018-12-07,21723.6096
O-Brand,2018-12-08,27738.7881
O-Brand,2018-12-09,32174.8593
O-Brand,2018-12-10,5537.6235
O-Brand,2018-12-11,26542.4279
O-Brand,2018-12-12,29202.6581
O-Brand,2018-12-13,25177.9399
O-Brand,2018-12-14,31601.1850
O-Brand,2018-12-15,7007.3632
O-Brand,2018-12-16,33602.6026
O-Brand,2018-12-17,27195.9791
O-Brand,2018-12-18,13019.5318
O-Brand,2018-12-19,10502.6866
O-Brand,2018-12-20,15467.8050
O-Brand,2018-12-21,2224.9797
O-Brand,2018-12-22,10428.9954
O-Brand,2018-12-23,25529.9560
O-Brand,2018-12-24,24973.2193
O-Brand,2018-12-25,8111.8148
O-Brand,2018-12-26,27395.0670
O-Brand,2018-12-27,20369.2415
O-Brand,2018-12-28,11796.9199
O-Brand,2018-12-29,16531.0423
O-Brand,2018-12-30,10803.8425
O-Brand,2018-12-31,9582.6684
T-Brand,2018-05-01,17937.5267
T-Brand,2018-05-02,31883.1597
T-Brand,2018-05-03,615.8050
T-Brand,2018-05-04,16501.1961
T-Brand,2018-05-05,31167.3407
T-Brand,2018-05-06,1015.7820
T-Brand,2018-05-07,20698.6162
T-Brand,2018-05-08,29429.6804
T-Brand,2018-05-09,15462.7648
T-Brand,2018-05-10,28162.4335
T-Brand,2018-05-11,25536.8053
T-Brand,2018-05-12,29497.3439
T-Brand,2018-05-13,32750.3743
T-Brand,2018-05-14,1042.7210
T-Brand,2018-05-15,11360.3896
T-Brand,2018-05-16,21399.7649
T-Brand,2018-05-17,5636.2076
T-Brand,2018-05-18,33629.5574
T-Brand,2018-05-19,1127.7329
T-Brand,2018-05-20,10900.7676
T-Brand,2018-05-21,12077.3304
T-Brand,2018-05-22,18399.8031
T-Brand,2018-05-23,30086.8103
T-Brand,2018-05-24,7027.7215
T-Brand,2018-05-25,9149.9854
T-Brand,2018-05-26,10295.0035
T-Brand,2018-05-27,9536.7931
T-Brand,2018-05-28,16177.2250
T-Brand,2018-05-29,29166.9975
T-Brand,2018-05-30,7044.2641
T-Brand,2018-05-31,6015.8579
T-Brand,2018-06-01,18706.7023
T-Brand,2018-06-02,27577.8967
T-Brand,2018-06-03,7103.3008
T-Brand,2018-06-04,9946.8268
T-Brand,2018-06-05,13268.5003
T-Brand,2018-06-06,30130.1260
T-Brand,2018-06-07,11702.0488
T-Brand,2018-06-08,33091.1171
T-Brand,2018-06-09,16933.8633
T-Brand,2018-06-10,2015.5902
T-Brand,2018-06-11,21010.3660
T-Brand,2018-06-12,32135.1302
T-Brand,2018-06-13,30516.0726
T-Brand,2018-06-14,3249.1515
T-Brand,2018-06-15,13028.2534
T-Brand,2018-06-16,6942.7807
T-Brand,2018-06-17,9329.7894
T-Brand,2018-06-18,34247.9694
T-Brand,2018-06-19,8519.5891
T-Brand,2018-06-20,33557.6674
T-Brand,2018-06-21,5615.9125
T-Brand,2018-06-22,11935.0119
T-Brand,2018-06-23,29547.0823
T-Brand,2018-06-24,28164.4559
T-Brand,2018-06-25,6030.7731
T-Brand,2018-06-26,33999.0009
T-Brand,2018-06-27,8773.4635
T-Brand,2018-06-28,13473.7581
T-Brand,2018-06-29,29272.2808
T-Brand,2018-06-30,16002.2558
T-Brand,2018-07-01,34192.1085
T-Brand,2018-07-02,32179.8837
T-Brand,2018-07-03,6054.4178
T-Brand,2018-07-04,27635.6931
T-Brand,2018-07-05,18265.2582
T-Brand,2018-07-06,23800.2747
T-Brand,2018-07-07,32879.1680
T-Brand,2018-07-08,14338.9029
T-Brand,2018-07-09,26538.8492
T-Brand,2018-07-10,25534.5775
T-Brand,2018-07-11,977.9252
T-Brand,2018-07-12,6694.0176
T-Brand,2018-07-13,15424.1575
T-Brand,2018-07-14,8583.0103
T-Brand,2018-07-15,27002.4370
T-Brand,2018-07-16,27160.3422
T-Brand,2018-07-17,487.6038
T-Brand,2018-07-18,5322.5460
T-Brand,2018-07-19,27204.3136
T-Brand,2018-07-20,21864.5693
T-Brand,2018-07-21,30917.7402
T-Brand,2018-07-22,7440.5755
T-Brand,2018-07-23,22504.0980
T-Brand,2018-07-24,7618.9180
T-Brand,2018-07-25,13108.6359
T-Brand,2018-07-26,28336.2651
T-Brand,2018-07-27,33193.8724
T-Brand,2018-07-28,20181.7666
T-Brand,2018-07-29,7415.9907
T-Brand,2018-07-30,25922.2147
T-Brand,2018-07-31,23218.9848
T-Brand,2018-08-01,30809.8736
T-Brand,2018-08-02,9909.1596
T-Brand,2018-08-03,29226.6978
T-Brand,2018-08-04,11708.3135
T-Brand,2018-08-05,2140.6788
T-Brand,2018-08-06,20025.0543
T-Brand,2018-08-07,23349.0188
T-Brand,2018-08-08,14150.7881
T-Brand,2018-08-09,27317.0466
T-Brand,2018-08-10,2992.7175
T-Brand,2018-08-11,14159.5808
T-Brand,2018-08-12,11561.0575
T-Brand,2018-08-13,4893.1257
T-Brand,2018-08-14,16295.8988
T-Brand,2018-08-15,16930.9166
T-Brand,2018-08-16,26708.8098
T-Brand,2018-08-17,21261.6729
T-Brand,2018-08-18,34890.8003
T-Brand,2018-08-19,21844.3927
T-Brand,2018-08-20,14353.9129
T-Brand,2018-08-21,7144.4045
T-Brand,2018-08-22,17218.9664
T-Brand,2018-08-23,7947.2973
T-Brand,2018-08-24,32598.4573
T-Brand,2018-08-25,8284.8485
T-Brand,2018-08-26,17556.0278
T-Brand,2018-08-27,20132.2020
T-Brand,2018-08-28,12975.4735
T-Brand,2018-08-29,25432.5332
T-Brand,2018-08-30,32579.5605
T-Brand,2018-08-31,24481.3337
T-Brand,2018-09-01,7162.7246
T-Brand,2018-09-02,28330.7904
T-Brand,2018-09-03,33485.8485
T-Brand,2018-09-04,25727.4797
T-Brand,2018-09-05,3515.3736
T-Brand,2018-09-06,768.5673
T-Brand,2018-09-07,12839.2696
T-Brand,2018-09-08,10022.8643
T-Brand,2018-09-09,30973.0086
T-Brand,2018-09-10,4224.3354
T-Brand,2018-09-11,32466.1797
T-Brand,2018-09-12,26944.4589
T-Brand,2018-09-13,13558.2170
T-Brand,2018-09-14,12995.4289
T-Brand,2018-09-15,26409.5973
T-Brand,2018-09-16,2281.6148
T-Brand,2018-09-17,32010.1838
T-Brand,2018-09-18,23694.1777
T-Brand,2018-09-19,10933.3235
T-Brand,2018-09-20,6887.4254
T-Brand,2018-09-21,1472.8128
T-Brand,2018-09-22,18810.4372
T-Brand,2018-09-23,20354.7845
T-Brand,2018-09-24,3321.1521
T-Brand,2018-09-25,20455.8887
T-Brand,2018-09-26,17871.6881
T-Brand,2018-09-27,25333.6568
T-Brand,2018-09-28,4083.4626
T-Brand,2018-09-29,14517.6483
T-Brand,2018-09-30,13639.7055
T-Brand,2018-10-01,20010.8264
T-Brand,2018-10-02,23934.0296
T-Brand,2018-10-03,10580.9282
T-Brand,2018-10-04,27695.4250
T-Brand,2018-10-05,3793.8802
T-Brand,2018-10-06,34685.8111
T-Brand,2018-10-07,7073.2887
T-Brand,2018-10-08,26911.7371
T-Brand,2018-10-09,20609.6069
T-Brand,2018-10-10,10452.4110
T-Brand,2018-10-11,2842.3252
T-Brand,2018-10-12,13770.3004
T-Brand,2018-10-13,10461.2353
T-Brand,2018-10-14,17894.4638
T-Brand,2018-10-15,32564.2819
T-Brand,2018-10-16,4977.0711
T-Brand,2018-10-17,26189.0767
T-Brand,2018-10-18,19190.1507
T-Brand,2018-10-19,2958.1629
T-Brand,2018-10-20,5229.6815
T-Brand,2018-10-21,14712.1700
T-Brand,2018-10-22,15335.9224
T-Brand,2018-10-23,27490.0487
T-Brand,2018-10-24,12334.2621
T-Brand,2018-10-25,6215.0801
T-Brand,2018-10-26,21097.7400
T-Brand,2018-10-27,27573.3779
T-Brand,2018-10-28,22615.7329
T-Brand,2018-10-29,3334.2266
T-Brand,2018-10-30,2720.5783
T-Brand,2018-10-31,24656.1133
T-Brand,2018-11-01,22373.3135
T-Brand,2018-11-02,28242.1603
T-Brand,2018-11-03,32336.6829
T-Brand,2018-11-04,22942.5164
T-Brand,2018-11-05,14450.7827
T-Brand,2018-11-06,10165.9728
T-Brand,2018-11-07,14722.4321
T-Brand,2018-11-08,25758.8032
T-Brand,2018-11-09,25104.9676
T-Brand,2018-11-10,26716.5518
T-Brand,2018-11-11,2062.7927
T-Brand,2018-11-12,12604.9556
T-Brand,2018-11-13,1065.3940
T-Brand,2018-11-14,12261.0923
T-Brand,2018-11-15,30839.9015
T-Brand,2018-11-16,17207.7089
T-Brand,2018-11-17,33803.1994
T-Brand,2018-11-18,33199.7579
T-Brand,2018-11-19,34472.3689
T-Brand,2018-11-20,2980.7648
T-Brand,2018-11-21,20000.2720
T-Brand,2018-11-22,23248.4439
T-Brand,2018-11-23,10626.7403
T-Brand,2018-11-24,5836.6780
T-Brand,2018-11-25,11889.8555
T-Brand,2018-11-26,2599.0052
T-Brand,2018-11-27,17408.1477
T-Brand,2018-11-28,18393.1750
T-Brand,2018-11-29,3326.5557
T-Brand,2018-11-30,17458.4944
T-Brand,2018-12-01,31817.1947
T-Brand,2018-12-02,26097.5315
T-Brand,2018-12-03,34774.0225
T-Brand,2018-12-04,13855.7863
T-Brand,2018-12-05,12779.9011
T-Brand,2018-12-06,25793.6027
T-Brand,2018-12-07,22624.0437
T-Brand,2018-12-08,3427.5809
T-Brand,2018-12-09,14826.3408
T-Brand,2018-12-10,31560.3104
T-Brand,2018-12-11,6661.2089
T-Brand,2018-12-12,29253.1628
T-Brand,2018-12-13,4496.4193
T-Brand,2018-12-14,5042.4910
T-Brand,2018-12-15,28110.1671
T-Brand,2018-12-16,27774.2986
T-Brand,2018-12-17,24161.5575
T-Brand,2018-12-18,30668.6769
T-Brand,2018-12-19,33534.4967
T-Brand,2018-12-20,4237.9076
T-Brand,2018-12-21,33517.3695
T-Brand,2018-12-22,19797.4553
T-Brand,2018-12-23,10995.8994
T-Brand,2018-12-24,22574.0130
T-Brand,2018-12-25,3486.2937
T-Brand,2018-12-26,3944.5016
T-Brand,2018-12-27,10612.0779
T-Brand,2018-12-28,26482.9330
T-Brand,2018-12-29,1958.3863
T-Brand,2018-12-30,19896.2527
T-Brand,2018-12-31,20200.5212
R-Brand,2018-05-01,25360.9355
R-Brand,2018-05-02,9239.4608
R-Brand,2018-05-03,31906.8202
R-Brand,2018-05-04,31444.7097
R-Brand,2018-05-05,6837.4816
R-Brand,2018-05-06,21181.0297
R-Brand,2018-05-07,7847.5756
R-Brand,2018-05-08,31900.4765
R-Brand,2018-05-09,2857.7381
R-Brand,2018-05-10,14501.8088
R-Brand,2018-05-11,27207.7975
R-Brand,2018-05-12,21597.4703
R-Brand,2018-05-13,14152.4471
R-Brand,2018-05-14,1505.5109
R-Brand,2018-05-15,31923.6551
R-Brand,2018-05-16,16992.9632
R-Brand,2018-05-17,16374.7961
R-Brand,2018-05-18,10080.0287
R-Brand,2018-05-19,19117.1310
R-Brand,2018-05-20,4522.0232
R-Brand,2018-05-21,28822.0519
R-Brand,2018-05-22,34080.1497
R-Brand,2018-05-23,3842.5284
R-Brand,2018-05-24,28897.2678
R-Brand,2018-05-25,4717.7299
R-Brand,2018-05-26,28405.6508
R-Brand,2018-05-27,22759.4655
R-Brand,2018-05-28,20614.4891
R-Brand,2018-05-29,29347.3782
R-Brand,2018-05-30,18541.1262
R-Brand,2018-05-31,29500.7488
R-Brand,2018-06-01,22083.7390
R-Brand,2018-06-02,15852.3612
R-Brand,2018-06-03,12317.9960
R-Brand,2018-06-04,29525.9419
R-Brand,2018-06-05,17110.4204
R-Brand,2018-06-06,11611.0487
R-Brand,2018-06-07,9286.6317
R-Brand,2018-06-08,34730.2328
R-Brand,2018-06-09,13867.1465
R-Brand,2018-06-10,1592.5057
R-Brand,2018-06-11,4336.1441
R-Brand,2018-06-12,256.7026
R-Brand,2018-06-13,30650.9493
R-Brand,2018-06-14,32458.0190
R-Brand,2018-06-15,18997.2090
R-Brand,2018-06-16,9874.8183
R-Brand,2018-06-17,13798.7641
R-Brand,2018-06-18,4054.6829
R-Brand,2018-06-19,22860.9094
R-Brand,2018-06-20,1389.1360
R-Brand,2018-06-21,9602.5685
R-Brand,2018-06-22,8919.0526
R-Brand,2018-06-23,18724.5721
R-Brand,2018-06-24,27768.7686
R-Brand,2018-06-25,34798.3308
R-Brand,2018-06-26,12778.2500
R-Brand,2018-06-27,13047.7190
R-Brand,2018-06-28,24681.8515
R-Brand,2018-06-29,5623.6387
R-Brand,2018-06-30,1756.4781
R-Brand,2018-07-01,26649.3386
R-Brand,2018-07-02,1603.5815
R-Brand,2018-07-03,20718.1450
R-Brand,2018-07-04,16991.8019
R-Brand,2018-07-05,19990.9342
R-Brand,2018-07-06,2716.8495
R-Brand,2018-07-07,19123.6485
R-Brand,2018-07-08,6113.9996
R-Brand,2018-07-09,2409.4763
R-Brand,2018-07-10,32735.6803
R-Brand,2018-07-11,21999.5329
R-Brand,2018-07-12,33252.1112
R-Brand,2018-07-13,16722.2223
R-Brand,2018-07-14,31091.3743
R-Brand,2018-07-15,7765.2655
R-Brand,2018-07-16,33682.9851
R-Brand,2018-07-17,1475.3408
R-Brand,2018-07-18,30185.4655
R-Brand,2018-07-19,23584.6521
R-Brand,2018-07-20,2142.2667
R-Brand,2018-07-21,4316.0860
R-Brand,2018-07-22,30609.1978
R-Brand,2018-07-23,19900.0131
R-Brand,2018-07-24,23053.6299
R-Brand,2018-07-25,30500.0040
R-Brand,2018-07-26,21681.2024
R-Brand,2018-07-27,8873.4222
R-Brand,2018-07-28,22131.5024
R-Brand,2018-07-29,21253.6544
R-Brand,2018-07-30,32300.9117
R-Brand,2018-07-31,17358.9623
R-Brand,2018-08-01,32531.8998
R-Brand,2018-08-02,28600.2041
R-Brand,2018-08-03,23986.8095
R-Brand,2018-08-04,18383.2447
R-Brand,2018-08-05,8001.8073
R-Brand,2018-08-06,29281.6976
R-Brand,2018-08-07,28997.0053
R-Brand,2018-08-08,6589.6823
R-Brand,2018-08-09,15154.5384
R-Brand,2018-08-10,14525.5957
R-Brand,2018-08-11,19599.3391
R-Brand,2018-08-12,9894.0627
R-Brand,2018-08-13,19827.2778
R-Brand,2018-08-14,18189.7263
R-Brand,2018-08-15,11242.2609
R-Brand,2018-08-16,28389.3215
R-Brand,2018-08-17,17864.3727
R-Brand,2018-08-18,7742.8216
R-Brand,2018-08-19,33642.7030
R-Brand,2018-08-20,18751.0529
R-Brand,2018-08-21,9217.9017
R-Brand,2018-08-22,10746.8519
R-Brand,2018-08-23,33069.9372
R-Brand,2018-08-24,30431.7559
R-Brand,2018-08-25,6998.9181
R-Brand,2018-08-26,19573.2928
R-Brand,2018-08-27,30574.3193
R-Brand,2018-08-28,24723.3502
R-Brand,2018-08-29,8942.1759
R-Brand,2018-08-30,10463.6843
R-Brand,2018-08-31,28122.4595
R-Brand,2018-09-01,6782.5450
R-Brand,2018-09-02,16946.6929
R-Brand,2018-09-03,22433.1323
R-Brand,2018-09-04,13811.0328
R-Brand,2018-09-05,13006.3230
R-Brand,2018-09-06,13484.9208
R-Brand,2018-09-07,10037.2265
R-Brand,2018-09-08,16217.4992
R-Brand,2018-09-09,12104.9409
R-Brand,2018-09-10,32562.6861
R-Brand,2018-09-11,6936.7056
R-Brand,2018-09-12,32099.9752
R-Brand,2018-09-13,32419.2063
R-Brand,2018-09-14,20368.5542
R-Brand,2018-09-15,13514.3325
R-Brand,2018-09-16,32256.9561
R-Brand,2018-09-17,30491.9302
R-Brand,2018-09-18,5803.8298
R-Brand,2018-09-19,15907.5348
R-Brand,2018-09-20,9575.1950
R-Brand,2018-09-21,26555.2575
R-Brand,2018-09-22,28524.4668
R-Brand,2018-09-23,17415.7949
R-Brand,2018-09-24,4520.9172
R-Brand,2018-09-25,23396.2450
R-Brand,2018-09-26,17664.5817
R-Brand,2018-09-27,9382.6404
R-Brand,2018-09-28,1122.2029
R-Brand,2018-09-29,30288.6158
R-Brand,2018-09-30,28649.0893
R-Brand,2018-10-01,655.1075
R-Brand,2018-10-02,9273.3597
R-Brand,2018-10-03,29813.6520
R-Brand,2018-10-04,30828.2569
R-Brand,2018-10-05,29485.0831
R-Brand,2018-10-06,30315.4600
R-Brand,2018-10-07,4174.1625
R-Brand,2018-10-08,4354.3615
R-Brand,2018-10-09,8486.4486
R-Brand,2018-10-10,2545.1193
R-Brand,2018-10-11,29487.4057
R-Brand,2018-10-12,25333.8780
R-Brand,2018-10-13,31565.3111
R-Brand,2018-10-14,24181.9316
R-Brand,2018-10-15,980.8719
R-Brand,2018-10-16,13686.1891
R-Brand,2018-10-17,9471.3653
R-Brand,2018-10-18,32036.8937
R-Brand,2018-10-19,28424.2395
R-Brand,2018-10-20,2228.6848
R-Brand,2018-10-21,17384.7321
R-Brand,2018-10-22,2891.2104
R-Brand,2018-10-23,27011.2613
R-Brand,2018-10-24,13342.8867
R-Brand,2018-10-25,25943.0865
R-Brand,2018-10-26,26677.3757
R-Brand,2018-10-27,33325.5970
R-Brand,2018-10-28,8602.5233
R-Brand,2018-10-29,8144.5998
R-Brand,2018-10-30,7262.5569
R-Brand,2018-10-31,32159.3121
R-Brand,2018-11-01,14002.5920
R-Brand,2018-11-02,3310.8584
R-Brand,2018-11-03,19377.6967
R-Brand,2018-11-04,16080.4421
R-Brand,2018-11-05,9298.2763
R-Brand,2018-11-06,19967.2184
R-Brand,2018-11-07,22527.6084
R-Brand,2018-11-08,26614.9657
R-Brand,2018-11-09,27641.5707
R-Brand,2018-11-10,1286.4992
R-Brand,2018-11-11,19129.5419
R-Brand,2018-11-12,7294.7178
R-Brand,2018-11-13,22372.9817
R-Brand,2018-11-14,26775.2409
R-Brand,2018-11-15,21187.6025
R-Brand,2018-11-16,32715.7723
R-Brand,2018-11-17,22946.7271
R-Brand,2018-11-18,9934.8346
R-Brand,2018-11-19,6960.7137
R-Brand,2018-11-20,33976.8019
R-Brand,2018-11-21,34171.3947
R-Brand,2018-11-22,10449.6381
R-Brand,2018-11-23,18092.0270
R-Brand,2018-11-24,6408.1640
R-Brand,2018-11-25,29743.0339
R-Brand,2018-11-26,24995.3551
R-Brand,2018-11-27,8429.8214
R-Brand,2018-11-28,7800.8550
R-Brand,2018-11-29,24029.9988
R-Brand,2018-11-30,10017.9505
R-Brand,2018-12-01,16273.3759
R-Brand,2018-12-02,23320.9501
R-Brand,2018-12-03,1001.7832
R-Brand,2018-12-04,6570.6433
R-Brand,2018-12-05,24076.6799
R-Brand,2018-12-06,21533.0537
R-Brand,2018-12-07,19922.2516
R-Brand,2018-12-08,2389.2918
R-Brand,2018-12-09,20615.5872
R-Brand,2018-12-10,2484.2893
R-Brand,2018-12-11,7266.7834
R-Brand,2018-12-12,17808.1089
R-Brand,2018-12-13,9898.3761
R-Brand,2018-12-14,33042.8718
R-Brand,2018-12-15,19272.5082
R-Brand,2018-12-16,31463.9620
R-Brand,2018-12-17,33350.2134
R-Brand,2018-12-18,19952.5876
R-Brand,2018-12-19,8169.2399
R-Brand,2018-12-20,3560.5853
R-Brand,2018-12-21,10336.5575
R-Brand,2018-12-22,8434.0321
R-Brand,2018-12-23,22357.1264
R-Brand,2018-12-24,32263.8528
R-Brand,2018-12-25,25264.4528
R-Brand,2018-12-26,20614.9236
R-Brand,2018-12-27,30266.1719
R-Brand,2018-12-28,28977.2869
R-Brand,2018-12-29,14547.2812
R-Brand,2018-12-30,17606.2797
R-Brand,2018-12-31,25210.6301
